gene,group,Bin,Bucket,Lump,Quality
RPS17,STAT1+ Naive B,B Cell,B Cell,Lymphoid,
CASP4,STAT1+ Naive B,B Cell,B Cell,Lymphoid,
MLLT6,STAT1+ Naive B,B Cell,B Cell,Lymphoid,
CHI3L2,STAT1+ Naive B,B Cell,B Cell,Lymphoid,
LMO4,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
IL5RA,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
AC084033.3,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
CNRIP1,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
CLC,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
ALDH1A1,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
BACE2,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
RHEX,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
PRSS57,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
AL157895.1,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
RAC2,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
HDC,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
HPGDS,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
TNFSF10,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
GATA2,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
ARHGAP15,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
TMEM173,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
C4orf48,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
ATP6V0A2,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
PRG2,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
MS4A3,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
ORAI3,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
SVOPL,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
TRDC,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
MEIS2,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
EPX,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
C15orf61,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
STXBP5,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
TESPA1,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
MBOAT7,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
HSD17B11,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
ISCA2,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
PTPN7,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
PCBP2,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
SNX5,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
ADAM8,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
SMIM24,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
SUMO2,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
RPS6KA5,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
RASSF1,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
CPPED1,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
CD82,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
ALOX5AP,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
ST13,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
EIF3M,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
DBI,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
SLC45A3,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
IKZF2,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
ALS2,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
SOX4,CLC+ Mast cell,Mast Cell,Granulocyte,Myeloid,
RNASE1,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
LYVE1,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
FOLR2,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
DAB2,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
CD163,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
A2M,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
PLTP,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
SPP1,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
VSIG4,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
CD14,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
AGR2,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
MAF,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
MRC1,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
FCGRT,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
STAB1,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
GYPC,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
LGMN,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
KLF2,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
MS4A4A,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
MAN1A1,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
COLEC12,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
KCTD12,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
RBPJ,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
TIMP2,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
IGFBP4,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
USP36,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
PLXND1,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
SNX6,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
RHOB,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
CD28,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
LILRB5,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
PCDH12,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
METRNL,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
CCL4,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
BIN1,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
CCL2,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
RAPH1,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
EPS8,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
CLTC,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
AP2A2,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
ABCG2,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
FAM20A,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
RCN3,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
SLCO2B1,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
HRH1,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
SIGLEC1,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
RAB3IL1,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
OTUD1,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
IDH1,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
ADAP2,LYVE1+ Macrophage,Macrophage,Monocyte,Myeloid,
LAMP3,Lymphoid DC,Dendritic,DC,Lymphoid,
BIRC3,Lymphoid DC,Dendritic,DC,Lymphoid,
CCR7,Lymphoid DC,Dendritic,DC,Lymphoid,
MARCKSL1,Lymphoid DC,Dendritic,DC,Lymphoid,
CCL19,Lymphoid DC,Dendritic,DC,Lymphoid,
FSCN1,Lymphoid DC,Dendritic,DC,Lymphoid,
CD83,Lymphoid DC,Dendritic,DC,Lymphoid,
NUB1,Lymphoid DC,Dendritic,DC,Lymphoid,
LAD1,Lymphoid DC,Dendritic,DC,Lymphoid,
CRIP1,Lymphoid DC,Dendritic,DC,Lymphoid,
TRAF1,Lymphoid DC,Dendritic,DC,Lymphoid,
RAB9A,Lymphoid DC,Dendritic,DC,Lymphoid,
IL32,Lymphoid DC,Dendritic,DC,Lymphoid,
KDM2B,Lymphoid DC,Dendritic,DC,Lymphoid,
RASSF4,Lymphoid DC,Dendritic,DC,Lymphoid,
EBI3,Lymphoid DC,Dendritic,DC,Lymphoid,
ARHGAP22,Lymphoid DC,Dendritic,DC,Lymphoid,
GRSF1,Lymphoid DC,Dendritic,DC,Lymphoid,
ARHGAP10,Lymphoid DC,Dendritic,DC,Lymphoid,
RPS27L,Lymphoid DC,Dendritic,DC,Lymphoid,
POGLUT1,Lymphoid DC,Dendritic,DC,Lymphoid,
EPSTI1,Lymphoid DC,Dendritic,DC,Lymphoid,
NCCRP1,Lymphoid DC,Dendritic,DC,Lymphoid,
RFTN1,Lymphoid DC,Dendritic,DC,Lymphoid,
TXN,Lymphoid DC,Dendritic,DC,Lymphoid,
RELB,Lymphoid DC,Dendritic,DC,Lymphoid,
PNRC1,Lymphoid DC,Dendritic,DC,Lymphoid,
HMSD,Lymphoid DC,Dendritic,DC,Lymphoid,
CD200,Lymphoid DC,Dendritic,DC,Lymphoid,
CDKN1A,Lymphoid DC,Dendritic,DC,Lymphoid,
ANXA6,Lymphoid DC,Dendritic,DC,Lymphoid,
CCL22,Lymphoid DC,Dendritic,DC,Lymphoid,
ETV3,Lymphoid DC,Dendritic,DC,Lymphoid,
BASP1,Lymphoid DC,Dendritic,DC,Lymphoid,
HOPX,Lymphoid DC,Dendritic,DC,Lymphoid,
BTG1,Lymphoid DC,Dendritic,DC,Lymphoid,
CD40,Lymphoid DC,Dendritic,DC,Lymphoid,
NMRK1,Lymphoid DC,Dendritic,DC,Lymphoid,
IL7R,Lymphoid DC,Dendritic,DC,Lymphoid,
RAB8B,Lymphoid DC,Dendritic,DC,Lymphoid,
SLCO5A1,Lymphoid DC,Dendritic,DC,Lymphoid,
NDE1,Lymphoid DC,Dendritic,DC,Lymphoid,
CFLAR,Lymphoid DC,Dendritic,DC,Lymphoid,
GPR157,Lymphoid DC,Dendritic,DC,Lymphoid,
DUSP4,Lymphoid DC,Dendritic,DC,Lymphoid,
H2AFY2,Lymphoid DC,Dendritic,DC,Lymphoid,
IL15,Lymphoid DC,Dendritic,DC,Lymphoid,
TNFAIP2,Lymphoid DC,Dendritic,DC,Lymphoid,
ERICH1,Lymphoid DC,Dendritic,DC,Lymphoid,
PSD3,Lymphoid DC,Dendritic,DC,Lymphoid,
APOE,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
APOC1,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
MMP9,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
ATOX1,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
PLA2G7,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
PLA2G2D,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
IL18,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
PRDX1,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
CTSD,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
NR1H3,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
DNASE2,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
FUCA1,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
GPNMB,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
ENPP2,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
MMP12,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
TMEM176B,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
LILRB4,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
CTSZ,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
CCL18,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
CETP,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
OAZ2,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
UBE2D1,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
GRN,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
LAMP1,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
CD68,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
AKR1A1,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
PTGDS,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
ACP2,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
HLA-DMB,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
ADAMDEC1,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
IL4I1,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
IGSF6,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
STAT1,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
SDHD,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
KCNJ10,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
CUL9,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
ACP5,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
NPC2,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
KCNMA1,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
NUPR1,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
GSDMD,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
ASAH1,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
SERPING1,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
FBXO6,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
TCN2,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
FTL,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
TSPAN4,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
TIMD4,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
DNPH1,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
NCEH1,MMP9+ Inflammatory macrophage,Macrophage,Monocyte,Myeloid,
RETN,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
MPO,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
RNASE2,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
HMGB2,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
AZU1,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
TKT,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
MZT2B,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
LYZ,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
PRTN3,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
COX8A,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
MNDA,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
TSPO,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
SNRPF,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
HMGN2,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
H2AFZ,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
DEK,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
TYMS,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
H2AFV,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
RAN,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
KIF22,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
PCLAF,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
EIF3K,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
RANBP1,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
RNASE3,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
SNHG25,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
COX4I1,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
RPA3,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
AC020656.1,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
RPS10,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
COX6B1,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
HIST1H4C,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
MRPL33,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
C20orf27,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
ATP5F1D,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
MSRB1,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
CORO1A,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
COX5A,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
SNRPE,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
KIAA0930,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
NDUFS6,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
RPS17,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
TUFM,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
RFLNB,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
PYCARD,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
TXNDC17,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
PGAM1,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
ATP5MPL,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
CKAP4,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
SNRPG,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
RPL36A,MPO+ mono-neutrophil,Neutrophil,Granulocyte,Myeloid,
CCL24,Macrophages,Macrophage,Monocyte,Myeloid,
NAIP,Macrophages,Macrophage,Monocyte,Myeloid,
ST8SIA4,Macrophages,Macrophage,Monocyte,Myeloid,
ATP6V0C,Macrophages,Macrophage,Monocyte,Myeloid,
MT-ATP8,Macrophages,Macrophage,Monocyte,Myeloid,
CXCL12,Macrophages,Macrophage,Monocyte,Myeloid,
UTRN,Macrophages,Macrophage,Monocyte,Myeloid,
AHR,Macrophages,Macrophage,Monocyte,Myeloid,
MT-ND4L,Macrophages,Macrophage,Monocyte,Myeloid,
VMO1,Macrophages,Macrophage,Monocyte,Myeloid,
SASH1,Macrophages,Macrophage,Monocyte,Myeloid,
FGL2,Macrophages,Macrophage,Monocyte,Myeloid,
CXCL16,Macrophages,Macrophage,Monocyte,Myeloid,
MAN2B1,Macrophages,Macrophage,Monocyte,Myeloid,
CD300A,Macrophages,Macrophage,Monocyte,Myeloid,
CD163L1,Macrophages,Macrophage,Monocyte,Myeloid,
HCAR3,Macrophages,Macrophage,Monocyte,Myeloid,
DMXL2,Macrophages,Macrophage,Monocyte,Myeloid,
P4HA1,Macrophages,Macrophage,Monocyte,Myeloid,
SDS,Macrophages,Macrophage,Monocyte,Myeloid,
SH3PXD2B,Macrophages,Macrophage,Monocyte,Myeloid,
HLA-DRB5,Macrophages,Macrophage,Monocyte,Myeloid,
ARL4C,Macrophages,Macrophage,Monocyte,Myeloid,
RNASET2,Macrophages,Macrophage,Monocyte,Myeloid,
HES4,Macrophages,Macrophage,Monocyte,Myeloid,
IL10RA,Macrophages,Macrophage,Monocyte,Myeloid,
FRMD4A,Macrophages,Macrophage,Monocyte,Myeloid,
PDK3,Macrophages,Macrophage,Monocyte,Myeloid,
FCHO2,Macrophages,Macrophage,Monocyte,Myeloid,
CD209,Macrophages,Macrophage,Monocyte,Myeloid,
DAPK1,Macrophages,Macrophage,Monocyte,Myeloid,
AOAH,Macrophages,Macrophage,Monocyte,Myeloid,
GRB2,Macrophages,Macrophage,Monocyte,Myeloid,
SEMA6B,Macrophages,Macrophage,Monocyte,Myeloid,
MERTK,Macrophages,Macrophage,Monocyte,Myeloid,
HCAR2,Macrophages,Macrophage,Monocyte,Myeloid,
GPRIN3,Macrophages,Macrophage,Monocyte,Myeloid,
P2RY13,Macrophages,Macrophage,Monocyte,Myeloid,
ITPR2,Macrophages,Macrophage,Monocyte,Myeloid,
HSPH1,Macrophages,Macrophage,Monocyte,Myeloid,
ITGAV,Macrophages,Macrophage,Monocyte,Myeloid,
MAFB,Macrophages,Macrophage,Monocyte,Myeloid,
HSPA1A,Macrophages,Macrophage,Monocyte,Myeloid,
SPAG9,Macrophages,Macrophage,Monocyte,Myeloid,
SLC8A1,Macrophages,Macrophage,Monocyte,Myeloid,
SLC4A7,Macrophages,Macrophage,Monocyte,Myeloid,
ATG16L2,Macrophages,Macrophage,Monocyte,Myeloid,
MGAT1,Macrophages,Macrophage,Monocyte,Myeloid,
YPEL2,Macrophages,Macrophage,Monocyte,Myeloid,
MYO9B,Macrophages,Macrophage,Monocyte,Myeloid,
MS4A2,Mast cell,Mast Cell,Granulocyte,Myeloid,
TPSB2,Mast cell,Mast Cell,Granulocyte,Myeloid,
TPSAB1,Mast cell,Mast Cell,Granulocyte,Myeloid,
RGS13,Mast cell,Mast Cell,Granulocyte,Myeloid,
AC020916.1,Mast cell,Mast Cell,Granulocyte,Myeloid,
MAOB,Mast cell,Mast Cell,Granulocyte,Myeloid,
CD69,Mast cell,Mast Cell,Granulocyte,Myeloid,
CTSG,Mast cell,Mast Cell,Granulocyte,Myeloid,
TSC22D3,Mast cell,Mast Cell,Granulocyte,Myeloid,
KIT,Mast cell,Mast Cell,Granulocyte,Myeloid,
CPA3,Mast cell,Mast Cell,Granulocyte,Myeloid,
KRT1,Mast cell,Mast Cell,Granulocyte,Myeloid,
ADRB2,Mast cell,Mast Cell,Granulocyte,Myeloid,
LTC4S,Mast cell,Mast Cell,Granulocyte,Myeloid,
SYTL3,Mast cell,Mast Cell,Granulocyte,Myeloid,
MLPH,Mast cell,Mast Cell,Granulocyte,Myeloid,
VWA5A,Mast cell,Mast Cell,Granulocyte,Myeloid,
CD22,Mast cell,Mast Cell,Granulocyte,Myeloid,
AC106739.1,Mast cell,Mast Cell,Granulocyte,Myeloid,
STXBP6,Mast cell,Mast Cell,Granulocyte,Myeloid,
CMA1,Mast cell,Mast Cell,Granulocyte,Myeloid,
CALB2,Mast cell,Mast Cell,Granulocyte,Myeloid,
CADPS,Mast cell,Mast Cell,Granulocyte,Myeloid,
CPM,Mast cell,Mast Cell,Granulocyte,Myeloid,
IKZF3,Mast cell,Mast Cell,Granulocyte,Myeloid,
SLC26A2,Mast cell,Mast Cell,Granulocyte,Myeloid,
KRT19,Mast cell,Mast Cell,Granulocyte,Myeloid,
GPR65,Mast cell,Mast Cell,Granulocyte,Myeloid,
TMEM233,Mast cell,Mast Cell,Granulocyte,Myeloid,
IGHA1,Mast cell,Mast Cell,Granulocyte,Myeloid,
RHOH,Mast cell,Mast Cell,Granulocyte,Myeloid,
AREG,Mast cell,Mast Cell,Granulocyte,Myeloid,
PHGR1,Mast cell,Mast Cell,Granulocyte,Myeloid,
SCN7A,Mast cell,Mast Cell,Granulocyte,Myeloid,
KIAA1522,Mast cell,Mast Cell,Granulocyte,Myeloid,
KLRG1,Mast cell,Mast Cell,Granulocyte,Myeloid,
TPSD1,Mast cell,Mast Cell,Granulocyte,Myeloid,
SIGLEC6,Mast cell,Mast Cell,Granulocyte,Myeloid,
LAX1,Mast cell,Mast Cell,Granulocyte,Myeloid,
AL078590.3,Mast cell,Mast Cell,Granulocyte,Myeloid,
PPBP,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
GP9,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
PF4,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
GNG11,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
NRGN,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
SNCA,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
CLEC1B,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
ITGA2B,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
RAP1B,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
CMTM5,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
TUBB1,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
MPIG6B,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
LIMS1,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
FERMT3,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
STOM,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
TUBA4A,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
PRKAR2B,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
PDLIM1,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
ESAM,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
RGS18,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
TMEM40,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
GP1BA,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
LAT,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
RSU1,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
RUFY1,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
MYL9,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
TPM1,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
C2orf88,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
SELP,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
CCL5,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
CDKN2D,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
ILK,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
ACTN1,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
ACRBP,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
LAMTOR1,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
TREML1,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
ICAM2,Megakaryocyte,Megakaryocyte,Megakaryocyte,Myeloid,
